features,n_components_normal,n_components_fraud,best_threshold,roc_auc,pr_auc,precision,recall,f1
"['V11', 'V12', 'V14', 'V16', 'V17']",2,3,16.66218082688395,0.9566757650327421,0.6736025677086929,0.7727272727272727,0.6891891891891891,0.7285714285714285
