features,n_components,best_threshold,roc_auc,pr_auc,precision,recall,f1
"['V14', 'V17']",1,-37.82109647565167,0.9607123596032546,0.5931128072353649,0.7213114754098361,0.5945945945945946,0.6518518518518519
